"journal","year","pubmed"
"JAMA",2011,"21540423"
"JAMA",2011,"21467286"
"JAMA",2011,"21427375"
"JAMA",2011,"21406649"
"JAMA",2011,"21364140"
"JAMA",2011,"21304084"
"JAMA",2011,"21285426"
"JAMA",2011,"21205969"
"JAMA",2012,"23287889"
"JAMA",2012,"23117780"
"JAMA",2012,"23111824"
"JAMA",2012,"23093163"
"JAMA",2012,"22968891"
"JAMA",2012,"22948700"
"JAMA",2012,"22910758"
"JAMA",2012,"22910757"
"JAMA",2012,"22665107"
"JAMA",2012,"22570464"
"JAMA",2012,"22570462"
"JAMA",2012,"22535858"
"JAMA",2012,"22496266"
"JAMA",2012,"22453571"
"JAMA",2012,"22357834"
"JAMA",2012,"22337682"
"JAMA",2012,"22337681"
"JAMA",2012,"22318282"
"JAMA",2012,"22274685"
"JAMA",2012,"22253396"
"JAMA",2013,"24150467"
"JAMA",2013,"24026602"
"JAMA",2013,"23989797"
"JAMA",2013,"23982370"
"JAMA",2013,"23982368"
"JAMA",2013,"23652523"
"JAMA",2013,"23571587"
"JAMA",2013,"23443444"
"JAMA",2013,"23423413"
"JAMA",2013,"23403684"
"JAMA",2013,"23280227"
"JAMA",2014,"25399277"
"JAMA",2014,"25393378"
"JAMA",2014,"25321910"
"JAMA",2014,"25247519"
"JAMA",2014,"25226478"
"JAMA",2014,"25182101"
"JAMA",2014,"25027143"
"JAMA",2014,"24938564"
"JAMA",2014,"24892770"
"JAMA",2014,"24825644"
"JAMA",2014,"24737366"
"JAMA",2014,"24715074"
"JAMA",2014,"24691607"
"JAMA",2015,"26647259"
"JAMA",2015,"26624827"
"JAMA",2015,"26529161"
"JAMA",2015,"26103030"
"JAMA",2015,"26010634"
"JAMA",2015,"25988463"
"JAMA",2015,"25988462"
"JAMA",2015,"25668264"
"JAMA",2016,"27923088"
"JAMA",2016,"27893131"
"JAMA",2016,"27846641"
"JAMA",2016,"27838722"
"JAMA",2016,"27701660"
"JAMA",2016,"27673306"
"JAMA",2016,"27673305"
"JAMA",2016,"27532916"
"JAMA",2016,"27434443"
"JAMA",2016,"27327802"
"JAMA",2016,"27305422"
"JAMA",2016,"27299618"
"JAMA",2016,"26934261"
"JAMA",2016,"26903336"
"JAMA",2016,"26813212"
"JAMA",2016,"26757465"
"JAMA",2016,"26757464"
"JAMA",2017,"29279934"
"JAMA",2017,"29127948"
"JAMA",2017,"29114830"
"JAMA",2017,"28697252"
"JAMA",2017,"28586887"
"JAMA",2017,"28399251"
"JAMA",2017,"28118460"
"JAMA",2018,"30575881"
"JAMA",2018,"30561481"
"JAMA",2018,"30326511"
"JAMA",2018,"30326501"
"JAMA",2018,"30285179"
"JAMA",2018,"30167704"
"JAMA",2018,"29872859"
"JAMA",2018,"29801010"
"JAMA",2018,"29677303"
"JAMA",2018,"29677301"
"JAMA",2018,"29584842"
"JAMA",2018,"29554195"
"JAMA",2018,"29554174"
"JAMA",2019,"31821436"
"JAMA",2019,"31593272"
"JAMA",2019,"31573636"
"JAMA",2019,"31429897"
"JAMA",2019,"31063572"
"JAMA",2019,"30721300"
"JAMA",2019,"30667501"
"JAMA",2020,"33048152"
"JAMA",2020,"32876694"
"JAMA",2020,"32662861"
"JAMA",2020,"32515813"
"JAMA",2020,"32496521"
"JAMA",2020,"32453373"
"JAMA",2020,"32427305"
"JAMA",2020,"32343335"
"JAMA",2020,"32016309"
"JAMA",2021,"34874413"
"JAMA",2021,"34427595"
"JAMA",2021,"34255008"
"JAMA",2021,"34228774"
"JAMA",2021,"34128998"
"JAMA",2021,"34009257"
"JAMA",2021,"33755082"
"JAMA",2021,"33635310"
"JAMA",2022,"35471507"
"JAMA",2022,"35323851"
